STUDY_ID;MODEL_TYPE;CELL;CANCER_DISEASE;SITE;T0_cells;BASELINE_mL;AGE;SEX_1_female;BACKGROUND;STRAIN;EUTHANIZED;tf_days;N_mice;BASELINE_days;BASELINE_differential;FIG;HR;HR_LB;HR_UB;MedS;MedSD;MeanS;MeanSD;TREATMENT_1;TREATMENT_2;TREATMENT_3;TREATMENT_4;TREAT_START_1;TREAT_START_2;TREAT_START_3;TREAT_START_4;FREQ_1;FREQ_2;FREQ_3;FREQ_4;DOSE_1;DOSE_2;DOSE_3;DOSE_4;AGENT_1;AGENT_2;AGENT_3;AGENT_4;ROUTE_1;ROUTE_2;ROUTE_3;ROUTE_4;SIGNIFICANT
Chen_2017;SyMM;M39M;Rhabdomyosarcoma;SC;5;0,2;YOUNG;1;C57BL/6;WT;>2.5cm3;60;11;15;15;2b;;;;;;;;antiPD1;NA;NA;NA;4;0;0;0;Q3Dx4;NA;NA;NA;12,5;0;0;0;RMP1-14;NA;NA;NA;IP;NA;NA;NA;1
Chen_2017;SyMM;M39M;Rhabdomyosarcoma;SC;5;0,2;YOUNG;1;C57BL/6;WT;>2.5cm3;60;12;15;15;2b;;;;;;;;HSV1716;NA;NA;NA;0;0;0;0;Q2Dx3;NA;NA;NA;100;0;0;0;HSV1716;NA;NA;NA;IT;NA;NA;NA;1
Chen_2017;SyMM;M39M;Rhabdomyosarcoma;SC;5;0,2;YOUNG;1;C57BL/6;WT;>2.5cm3;60;11;15;15;2b;;;;;;;;antiPD1;HSV1716;NA;NA;4;0;0;0;Q3Dx4;Q2Dx3;NA;NA;12,5;100;0;0;RMP1-14;HSV1716;NA;NA;IP;IT;NA;NA;1
Choi_2018;SyMM;B16F10;Melanoma;SC;1;NA;YOUNG;2;C57BL/6;WT;>1.5cm3;20;4;8;0;2a;;;;14;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
Choi_2018;SyMM;B16F10;Melanoma;SC;1;NA;YOUNG;2;C57BL/6;WT;>1.5cm3;20;8;9;0;2a;;;;15,5;;;;antiPD1;NA;NA;NA;0;0;0;0;Q3Dx3;NA;NA;NA;10;0;0;0;RMP1-14;NA;NA;NA;IP;NA;NA;NA;0
Choi_2018;SyMM;B16F10;Melanoma;SC;1;NA;YOUNG;2;C57BL/6;WT;>1.5cm3;20;8;9;0;2a;;;;15,5;;;;antiPDL1;NA;NA;NA;0;0;0;0;Q3Dx3;NA;NA;NA;10;0;0;0;10F.9G2;NA;NA;NA;IP;NA;NA;NA;0
Choi_2018;SyMM;B16F10;Melanoma;SC;1;NA;YOUNG;2;C57BL/6;WT;>1.5cm3;20;8;9;0;2a;;;;15,5;;;;antiCTLA4;NA;NA;NA;0;0;0;0;Q3Dx3;NA;NA;NA;10;0;0;0;9H10;NA;NA;NA;IP;NA;NA;NA;0
Choi_2018;SyMM;B16F10;Melanoma;SC;1;NA;YOUNG;2;C57BL/6;WT;>1.5cm3;20;8;9;0;2a;;;;17,5;;;;antiCTLA4;antiPD1;NA;NA;0;0;0;0;Q3Dx3;Q3Dx3;NA;NA;10;10;0;0;9H10;RMP1-14;NA;NA;IP;IP;NA;NA;1
Choi_2018;SyMM;B16F10;Melanoma;SC;1;NA;YOUNG;2;C57BL/6;WT;>1.5cm3;20;8;9;0;2a;;;;17,5;;;;antiCTLA4;antiPDL1;NA;NA;0;0;0;0;Q3Dx3;Q3Dx3;NA;NA;10;10;0;0;9H10;10F.9G2;NA;NA;IP;IP;NA;NA;1
Choi_2018;SyMM;B16F10;Melanoma;SC;1;NA;YOUNG;2;C57BL/6;WT;>1.5cm3;30;6;8;0;2b;;;;19;;;;TRT;NA;NA;NA;0;0;0;0;Q3Dx3;NA;NA;NA;10;0;0;0;9H10;NA;NA;NA;IP;NA;NA;NA;1
Choi_2018;SyMM;B16F10;Melanoma;SC;1;NA;YOUNG;2;C57BL/6;WT;>1.5cm3;30;8;8;0;2b;;;;22;;;;antiCTLA4;antiPD1;TRT;NA;1;1;0;0;Q3Dx3;Q3Dx3;SD;NA;10;10;30;0;9H10;RMP1-14;NA;NA;IP;IP;IV;NA;1
Choi_2018;SyMM;B16F10;Melanoma;SC;1;NA;YOUNG;2;C57BL/6;WT;>1.5cm3;30;8;8;0;2b;;;;23;;;;antiCTLA4;antiPDL1;TRT;NA;2;2;0;0;Q3Dx3;Q3Dx3;SD;NA;10;10;30;0;9H10;10F.9G2;NA;NA;IP;IP;IV;NA;1
Chon_2018;GEMM;MMTVPyMT;Breast cancer;OT;1,00E-03;0,03;YOUNG;1;FVB/NJ;WT;OTHER;110;9;63;0;6f;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
Chon_2018;GEMM;MMTVPyMT;Breast cancer;OT;1,00E-03;0,03;YOUNG;1;FVB/NJ;WT;OTHER;110;8;63;0;6f;;;;;;;;JX;NA;NA;NA;0;0;0;0;Q3Dx8;NA;NA;NA;40;0;0;0;mJX-695;NA;NA;NA;IT;NA;NA;NA;0
Chon_2018;GEMM;MMTVPyMT;Breast cancer;OT;1,00E-03;0,03;YOUNG;1;FVB/NJ;WT;OTHER;110;8;63;0;6f;;;;;;;;antiCTLA4;antiPD1;NA;NA;0;0;0;0;Q3Dx8;Q3Dx8;NA;NA;4;10;0;0;9D9;J43;NA;NA;IP;IP;NA;NA;0
Chon_2018;GEMM;MMTVPyMT;Breast cancer;OT;1,00E-03;0,03;YOUNG;1;FVB/NJ;WT;OTHER;110;8;63;0;6f;;;;;;;;antiCTLA4;antiPD1;JX;NA;0;0;0;0;Q3Dx8;Q3Dx8;Q3Dx8;NA;4;10;40;0;9D9;J43;mJX-695;NA;IP;IP;IT;NA;1
Chon_2018;SyMM;Renca;Renal cancer;SC;0,2;0,05;YOUNG;0;BALB/c;WT;>1.5cm;70;11;11;11;5d;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
Chon_2018;SyMM;Renca;Renal cancer;SC;0,2;0,05;YOUNG;0;BALB/c;WT;>1.5cm;70;10;11;11;5d;;;;;;;;JX;NA;NA;NA;0;0;0;0;Q3Dx4;NA;NA;NA;10;0;0;0;mJX-695;NA;NA;NA;IT;NA;NA;NA;0
Chon_2018;SyMM;Renca;Renal cancer;SC;0,2;0,05;YOUNG;0;BALB/c;WT;>1.5cm;70;8;11;11;5d;;;;;;;;antiPD1;NA;NA;NA;0;0;0;0;Q3Dx4;NA;NA;NA;10;0;0;0;J43;NA;NA;NA;IP;NA;NA;NA;0
Chon_2018;SyMM;Renca;Renal cancer;SC;0,2;0,05;YOUNG;0;BALB/c;WT;>1.5cm;70;8;11;11;5d;;;;;;;;antiCTLA4;antiPD1;NA;NA;0;0;0;0;Q3Dx4;Q3Dx4;NA;NA;4;10;0;0;9D9;J43;NA;NA;IP;IP;NA;NA;0
Chon_2018;SyMM;Renca;Renal cancer;SC;0,2;0,05;YOUNG;0;BALB/c;WT;>1.5cm;70;8;11;11;5d;;;;;;;;antiPD1;JX;NA;NA;0;0;0;0;Q3Dx4;Q3Dx4;NA;NA;10;10;0;0;J43;mJX-695;NA;NA;IP;IT;NA;NA;1
Chon_2018;SyMM;Renca;Renal cancer;SC;0,2;0,05;YOUNG;0;BALB/c;WT;>1.5cm;70;9;11;11;5d;;;;;;;;antiCTLA4;JX;NA;NA;0;0;0;0;Q3Dx4;Q3Dx4;NA;NA;4;10;0;0;9D9;J43;NA;NA;IP;IP;NA;NA;1
Chon_2018;SyMM;Renca;Renal cancer;SC;0,2;0,05;YOUNG;0;BALB/c;WT;>1.5cm;70;10;11;11;5d;;;;;;;;antiCTLA4;antiPD1;JX;NA;0;0;0;0;Q3Dx4;Q3Dx4;Q3Dx4;NA;4;10;10;0;9D9;J43;mJX-695;NA;IP;IP;IT;NA;1
Christmas_2018;SyMM;NT25;Breast cancer;OT;0,05;NA;YOUNG;1;Neu-N;WT;>2cm3;100;10;3;3;1c;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
Christmas_2018;SyMM;NT25;Breast cancer;OT;0,05;NA;YOUNG;1;Neu-N;WT;>2cm3;100;10;3;3;1c;;;;;;;;HDACi;NA;NA;NA;0;0;0;0;Q1Dx15;NA;NA;NA;5;0;0;0;Syndax;NA;NA;NA;OR;NA;NA;NA;ND
Christmas_2018;SyMM;NT25;Breast cancer;OT;0,05;NA;YOUNG;1;Neu-N;WT;>2cm3;100;10;3;3;1c;;;;;;;;antiHER2;NA;NA;NA;2;0;0;0;Q7Dx3;NA;NA;NA;5;0;0;0;7.16.4;NA;NA;NA;IP;NA;NA;NA;1
Christmas_2018;SyMM;NT25;Breast cancer;OT;0,05;NA;YOUNG;1;Neu-N;WT;>2cm3;100;10;3;3;1c;;;;;;;;antiHER2;HDACi;NA;NA;2;0;0;0;Q7Dx3;Q1Dx15;NA;NA;5;5;0;0;7.16.4;Syndax;NA;NA;IP;OR;OR;NA;1
Christmas_2018;SyMM;NT25;Breast cancer;OT;0,05;NA;YOUNG;1;Neu-N;WT;>2cm3;100;10;3;3;1c;;;;;;;;antiHER2;antiPD1;HDACi;NA;2;1;0;0;Q7Dx3;Q3Dx6;Q1Dx15;NA;5;5;5;0;7.16.4;RMP1-14;Syndax;NA;IP;IP;OR;NA;1
Christmas_2018;SyMM;NT25;Breast cancer;OT;0,05;NA;YOUNG;1;Neu-N;WT;>2cm3;100;10;3;3;1c;;;;;;;;antiCTLA4;antiHER2;HDACi;NA;1;2;0;0;Q3Dx6;Q7Dx3;Q1Dx15;NA;5;5;5;0;9H10;7.16.4;Syndax;NA;IP;IP;OR;NA;1
Christmas_2018;SyMM;NT25;Breast cancer;OT;0,05;NA;YOUNG;1;Neu-N;WT;>2cm3;100;10;3;3;1c;;;;;;;;antiCTLA4;antiPD1;NA;NA;1;1;0;0;Q3Dx6;Q3Dx6;NA;NA;5;5;0;0;9H10;RMP1-14;NA;NA;IP;IP;IP;NA;0
Christmas_2018;SyMM;Panc02;Pancreatic cancer;IS;2;NA;YOUNG;0;C57BL/6J;WT;Metastasis;110;10;7;7;1b;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
Christmas_2018;SyMM;Panc02;Pancreatic cancer;IS;2;NA;YOUNG;0;C57BL/6J;WT;Metastasis;110;10;7;7;1b;;;;;;;;HDACi;NA;NA;NA;0;0;0;0;Q1Dx15;NA;NA;NA;5;0;0;0;Syndax;NA;NA;NA;OR;NA;NA;NA;0
Christmas_2018;SyMM;Panc02;Pancreatic cancer;IS;2;NA;YOUNG;0;C57BL/6J;WT;Metastasis;110;10;7;7;1b;;;;;;;;antiPD1;NA;NA;NA;1;0;0;0;Q3Dx6;NA;NA;NA;5;0;0;0;RMP1-14;NA;NA;NA;IP;NA;NA;NA;0
Christmas_2018;SyMM;Panc02;Pancreatic cancer;IS;2;NA;YOUNG;0;C57BL/6J;WT;Metastasis;110;10;7;7;1b;;;;;;;;antiCTLA4;NA;NA;NA;1;0;0;0;Q3Dx6;NA;NA;NA;5;0;0;0;9H10;NA;NA;NA;IP;NA;NA;NA;0
Christmas_2018;SyMM;Panc02;Pancreatic cancer;IS;2;NA;YOUNG;0;C57BL/6J;WT;Metastasis;110;10;7;7;1b;;;;;;;;antiCTLA4;antiPD1;NA;NA;1;1;0;0;Q3Dx6;Q3Dx6;NA;NA;5;5;0;0;9H10;RMP1-14;NA;NA;IP;IP;NA;NA;1
Christmas_2018;SyMM;Panc02;Pancreatic cancer;IS;2;NA;YOUNG;0;C57BL/6J;WT;Metastasis;110;10;7;7;1b;;;;;;;;antiPD1;HDACi;NA;NA;1;0;0;0;Q3Dx6;Q1Dx21;NA;NA;5;5;0;0;RMP1-14;Syndax;NA;NA;IP;OR;NA;NA;1
Christmas_2018;SyMM;Panc02;Pancreatic cancer;IS;2;NA;YOUNG;0;C57BL/6J;WT;Metastasis;110;10;7;7;1b;;;;;;;;antiCTLA4;HDACi;NA;NA;1;0;0;0;Q3Dx6;Q1Dx21;NA;NA;5;5;0;0;9H10;Syndax;NA;NA;IP;OR;NA;NA;1
Christmas_2018;SyMM;Panc02;Pancreatic cancer;IS;2;NA;YOUNG;0;C57BL/6J;WT;Metastasis;110;10;7;7;1b;;;;;;;;antiCTLA4;antiPD1;HDACi;NA;1;1;0;0;Q3Dx6;Q3Dx6;Q1Dx21;NA;5;5;5;0;9H10;RMP1-14;Syndax;NA;IP;IP;OR;NA;1
Clavijo_2017;SyMM;MOC1;Head and neck cancer;SC;5;0,1;ND;ND;C57BL/6;WT;>2,5;100;12;7;0;6e;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;2A3;NA;NA;NA;IP;NA;NA;NA;NA
Clavijo_2017;SyMM;MOC1;Head and neck cancer;SC;5;0,1;ND;ND;C57BL/6;WT;>2,5;100;12;7;0;7b;;;;;;;;antiPDL1;NA;NA;NA;0;0;0;0;Q5Dx3;NA;NA;NA;10;0;0;0;10F.9G2;NA;NA;NA;IP;NA;NA;NA;1
Clavijo_2017;SyMM;MOC1;Head and neck cancer;SC;5;0,1;ND;ND;C57BL/6;WT;>2,5;100;11;7;0;6e;;;;;;;;antiCTLA4;NA;NA;NA;0;0;0;0;Q5Dx3;NA;NA;NA;5;0;0;0;9H10;NA;NA;NA;IP;NA;NA;NA;1
Clavijo_2017;SyMM;MOC1;Head and neck cancer;SC;5;0,1;ND;ND;C57BL/6;WT;>2,5;100;10;7;0;7b;;;;;;;;antiCTLA4;antiPDL1;NA;NA;0;0;0;0;Q5Dx3;Q5Dx3;NA;NA;5;10;0;0;9H10;10F.9G2;NA;NA;IP;IP;NA;NA;1
Clavijo_2017;SyMM;MOC1;Head and neck cancer;SC;5;0,1;ND;ND;C57BL/6;WT;>2,5;100;12;10;0;6e;;;;;;;;antiLy6G;NA;NA;NA;0;0;0;0;Q5Dx2;NA;NA;NA;5;10;0;0;RB6/1A8;NA;NA;NA;IP;NA;NA;NA;0
Clavijo_2017;SyMM;MOC1;Head and neck cancer;SC;5;0,1;ND;ND;C57BL/6;WT;>2,5;100;12;7;0;6e;;;;;;;;antiCTLA4;antiLy6G;NA;NA;0;3;0;0;Q5Dx3;Q5Dx2;NA;NA;5;10;0;0;9H10;RB6/1A8;NA;NA;IP;IP;NA;NA;1
Clavijo_2017;SyMM;MOC2;Head and neck cancer;SC;0,1;0,1;ND;ND;C57BL/6;WT;>2,5;100;7;7;0;8c;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;2A3;NA;NA;NA;IP;NA;NA;NA;NA
Clavijo_2017;SyMM;MOC2;Head and neck cancer;SC;0,1;0,1;ND;ND;C57BL/6;WT;>2,5;100;8;7;0;8c;;;;;;;;antiCTLA4;NA;NA;NA;0;0;0;0;Q5Dx3;NA;NA;NA;10;0;0;0;10F.9G2;NA;NA;NA;IP;NA;NA;NA;0
Clavijo_2017;SyMM;MOC2;Head and neck cancer;SC;0,1;0,1;ND;ND;C57BL/6;WT;>2,5;100;8;10;0;8c;;;;;;;;antiLy6G;NA;NA;NA;0;0;0;0;Q5Dx2;NA;NA;NA;5;10;0;0;RB6/1A8;NA;NA;NA;IP;NA;NA;NA;0
Clavijo_2017;SyMM;MOC2;Head and neck cancer;SC;0,1;0,1;ND;ND;C57BL/6;WT;>2,5;100;8;7;0;8c;;;;;;;;antiCTLA4;antiLy6G;NA;NA;0;3;0;0;Q5Dx3;Q5Dx2;NA;NA;5;10;0;0;9H10;RB6/1A8;NA;NA;IP;IP;NA;NA;0
Contreras_Sandoval_2016;SyMM;B16OVA;Melanoma;SC;0,5;NA;NA;1;C57BL/6;WT;NA;39;12;3;0;3ji;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;IgG;NA;NA;NA;NA;NA;NA;NA;NA
Contreras_Sandoval_2016;SyMM;B16OVA;Melanoma;SC;0,5;NA;NA;1;C57BL/6;WT;NA;39;12;3;0;3ji;;;;;;;;antiPDL1;NA;NA;NA;0;0;0;0;Q3Dx4;NA;NA;NA;5;0;0;0;10F.9G2;NA;NA;NA;IV;NA;NA;NA;1
Contreras_Sandoval_2016;SyMM;B16OVA;Melanoma;SC;0,5;NA;NA;1;C57BL/6;WT;NA;39;12;7;0;3jii;;;;;;;;antiPDL1;NA;NA;NA;0;0;0;0;Q3Dx4;NA;NA;NA;5;0;0;0;10F.9G2;NA;NA;NA;IV;NA;NA;NA;1
Contreras_Sandoval_2016;SyMM;B16OVA;Melanoma;SC;0,5;NA;NA;1;C57BL/6;WT;NA;39;12;11;0;3jiii;;;;;;;;antiPDL1;NA;NA;NA;0;0;0;0;Q3Dx4;NA;NA;NA;5;0;0;0;10F.9G2;NA;NA;NA;IV;NA;NA;NA;1
Cui_2017;SyMM;Renca;Renal cancer;SC;0,5;NA;YOUNG;1;BALB/c;WT;NA;80;10;7;0;1a;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cui_2017;SyMM;Renca;Renal cancer;SC;0,5;NA;YOUNG;1;BALB/c;WT;NA;80;10;7;0;1a;;;;;;;;antiPDL1;NA;NA;NA;0;0;0;0;Q7Dx9;NA;NA;NA;10;0;0;0;ND;NA;NA;NA;ND;NA;NA;NA;0
Cui_2017;SyMM;Renca;Renal cancer;SC;0,5;NA;YOUNG;1;BALB/c;WT;NA;80;10;7;0;3a;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;ND
Cui_2017;SyMM;Renca;Renal cancer;SC;0,5;NA;YOUNG;1;BALB/c;WT;NA;80;10;7;0;3a;;;;;;;;antiPDL1;NA;NA;NA;0;0;0;0;Q7Dx9;NA;NA;NA;10;0;0;0;ND;NA;NA;NA;ND;NA;NA;NA;ND
Cui_2017;SyMM;Renca;Renal cancer;SC;0,5;NA;YOUNG;1;BALB/c;WT;NA;80;10;7;0;3a;;;;;;;;Flouracil;NA;NA;NA;0;0;0;0;Q7Dx9;NA;NA;NA;20;0;0;0;ND;NA;NA;NA;ND;NA;NA;NA;ND
Cui_2017;SyMM;Renca;Renal cancer;SC;0,5;NA;YOUNG;1;BALB/c;WT;NA;80;10;7;0;3a;;;;;;;;Flouracil;antiPDL1;NA;NA;0;0;0;0;Q7Dx9;Q7Dx9;NA;NA;20;10;0;0;ND;ND;NA;NA;ND;ND;NA;NA;ND
Curran_2010;SyMM;B16BL6;Melanoma;ID;0,05;NA;YOUNG;0;C57BL/6;WT;>1;90;20;3;0;1b;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
Curran_2010;SyMM;B16BL6;Melanoma;ID;0,05;NA;YOUNG;0;C57BL/6;WT;>1;90;20;3;0;1b;;;;;;;;antiCTLA4;FVAX;NA;NA;0;0;0;0;Q3Dx3;Q3Dx3;NA;NA;5;1;0;0;9D9;FVAX;NA;NA;IP;ID;NA;NA;ND
Curran_2010;SyMM;B16BL6;Melanoma;ID;0,05;NA;YOUNG;0;C57BL/6;WT;>1;90;20;3;0;1b;;;;;;;;antiPD1;FVAX;NA;NA;0;0;0;0;Q3Dx3;Q3Dx3;NA;NA;11,25;1;0;0;RMP1-14;FVAX;NA;NA;IP;ID;NA;NA;ND
Curran_2010;SyMM;B16BL6;Melanoma;ID;0,05;NA;YOUNG;0;C57BL/6;WT;>1;90;20;3;0;1b;;;;;;;;antiPDL1;FVAX;NA;NA;0;0;0;0;Q3Dx3;Q3Dx3;NA;NA;10;1;0;0;10F.9G2;FVAX;NA;NA;IP;ID;NA;NA;ND
Curran_2010;SyMM;B16BL6;Melanoma;ID;0,05;NA;YOUNG;0;C57BL/6;WT;>1;90;20;3;0;1b;;;;;;;;antiCTLA4;antiPD1;FVAX;NA;0;0;0;0;Q3Dx3;Q3Dx3;Q3Dx3;NA;5;11,25;0;0;9D9;RMP1-14;FVAX;NA;IP;IP;ID;NA;ND
Curran_2010;SyMM;B16BL6;Melanoma;ID;0,05;NA;YOUNG;0;C57BL/6;WT;>1;90;20;3;0;1b;;;;;;;;antiCTLA4;antiPD1;antiPDL1;NA;0;0;0;0;Q3Dx3;Q3Dx3;Q3Dx3;NA;5;11,25;10;0;9D9;RMP1-14;10F.9G2;NA;IP;IP;IP;NA;ND
Curran_2010;SyMM;B16BL6;Melanoma;ID;0,05;NA;YOUNG;0;C57BL/6;WT;>1;90;20;3;0;1b;;;;;;;;antiCTLA4;antiPD1;antiPDL1;FVAX;;;;;Q3Dx3;Q3Dx3;Q3Dx3;Q3Dx3;5;11,25;10;5;9D9;RMP1-14;10F.9G2;FVAX;IP;IP;IP;ID;ND
Curran_2010;SyMM;B16BL6;Melanoma;ID;0,05;NA;YOUNG;0;C57BL/6;WT;>1;90;20;3;0;1a;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
Curran_2010;SyMM;B16BL6;Melanoma;ID;0,05;NA;YOUNG;0;C57BL/6;WT;>1;90;20;3;0;1a;;;;;;;;antiCTLA4;GVAX;NA;NA;0;0;0;0;Q3Dx3;Q3Dx3;NA;NA;5;1;0;0;9D9;GVAX;NA;NA;IP;ID;NA;NA;ND
Curran_2010;SyMM;B16BL6;Melanoma;ID;0,05;NA;YOUNG;0;C57BL/6;WT;>1;90;20;3;0;1a;;;;;;;;antiPD1;GVAX;NA;NA;0;0;0;0;Q3Dx3;Q3Dx3;NA;NA;11,25;1;0;0;RMP1-14;GVAX;NA;NA;IP;ID;NA;NA;ND
Curran_2010;SyMM;B16BL6;Melanoma;ID;0,05;NA;YOUNG;0;C57BL/6;WT;>1;90;20;3;0;1a;;;;;;;;antiPDL1;GVAX;NA;NA;0;0;0;0;Q3Dx3;Q3Dx3;NA;NA;10;1;0;0;10F.9G2;GVAX;NA;NA;IP;ID;NA;NA;ND
Curran_2010;SyMM;B16BL6;Melanoma;ID;0,05;NA;YOUNG;0;C57BL/6;WT;>1;90;20;3;0;1a;;;;;;;;antiCTLA4;antiPD1;GVAX;NA;0;0;0;0;Q3Dx3;Q3Dx3;Q3Dx3;NA;5;11,25;0;0;9D9;RMP1-14;GVAX;NA;IP;IP;ID;NA;ND
Curran_2010;SyMM;B16BL6;Melanoma;ID;0,05;NA;YOUNG;0;C57BL/6;WT;>1;90;20;3;0;1a;;;;;;;;antiCTLA4;antiPD1;antiPDL1;NA;0;0;0;0;Q3Dx3;Q3Dx3;Q3Dx3;NA;5;11,25;10;0;9D9;RMP1-14;10F.9G2;NA;IP;IP;IP;NA;ND
Curran_2010;SyMM;B16BL6;Melanoma;ID;0,05;NA;YOUNG;0;C57BL/6;WT;>1;90;20;3;0;1a;;;;;;;;antiCTLA4;antiPD1;antiPDL1;GVAX;;;;;Q3Dx3;Q3Dx3;Q3Dx3;Q3Dx3;5;11,25;10;5;9D9;RMP1-14;10F.9G2;GVAX;IP;IP;IP;ID;ND
Dai_2013;SyMM;ID8;Ovarian Cancer;IP;3;NA;YOUNG;1;C57BL/6;WT;0;120;10;10;10;6a;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
Dai_2013;SyMM;ID8;Ovarian Cancer;IP;3;NA;YOUNG;1;C57BL/6;WT;0;120;10;10;10;6a;;;;;;;;anti41BB;antiCTLA4;antiPD1;NA;0;0;0;0;Q7Dx3+Q14Dx3;Q7Dx3+Q14Dx3;Q7Dx3+Q14Dx3;NA;25;25;25;0;LOB12.3;9D9;RMP1-14;NA;IP;IP;IP;NA;1
Dai_2013;SyMM;ID8;Ovarian Cancer;IP;3;NA;YOUNG;1;C57BL/6;WT;0;150;5;15;15;6b;;;;24,2;1,7;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
Dai_2013;SyMM;ID8;Ovarian Cancer;IP;3;NA;YOUNG;1;C57BL/6;WT;0;150;5;15;15;6b;;;;74,4;24,4;;;anti41BB;antiCTLA4;antiPD1;NA;0;0;0;0;Q7Dx3+Q14Dx3;Q7Dx3+Q14Dx3;Q7Dx3+Q14Dx3;NA;25;25;25;0;LOB12.3;9D9;RMP1-14;NA;IP;IP;IP;NA;1
Dai_2013;SyMM;SW1;Melanoma;SC;0,5;0,0335104;YOUNG;1;C3H;WT;0;100;5;7;7;3a;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
Dai_2013;SyMM;SW1;Melanoma;SC;0,5;0,0335104;YOUNG;1;C3H;WT;0;100;5;7;7;3a;;;;;;;;antiCD19;NA;NA;NA;0;0;0;0;Q7Dx3+Q14Dx3;NA;NA;NA;25;0;0;0;1D3;NA;NA;NA;IT;NA;NA;NA;0
Dai_2013;SyMM;SW1;Melanoma;SC;0,5;0,0335104;YOUNG;1;C3H;WT;0;100;5;7;7;3a;;;;;;;;anti41BB;antiCTLA4;antiPD1;NA;0;0;0;0;Q7Dx3+Q14Dx3;Q7Dx3+Q14Dx3;Q7Dx3+Q14Dx3;NA;25;25;25;0;LOB12.3;9D9;RMP1-14;NA;IT;IT;IT;NA;1
Dai_2013;SyMM;SW1;Melanoma;SC;0,65;0,06545;YOUNG;1;C3H;WT;0;100;5;7;7;3b;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
Dai_2013;SyMM;SW1;Melanoma;SC;0,65;0,06545;YOUNG;1;C3H;WT;0;100;5;7;7;3b;;;;;;;;anti41BB;antiCTLA4;antiPD1;NA;0;0;0;0;Q7Dx3+Q14Dx3;Q7Dx3+Q14Dx3;Q7Dx3+Q14Dx3;NA;25;25;25;0;LOB12.3;9D9;RMP1-14;NA;IT;IT;IT;NA;1
Dai_2013;SyMM;SW1;Melanoma;SC;0,5;0,0335104;YOUNG;1;C3H;WT;0;150;9;7;7;6ci;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
Dai_2013;SyMM;SW1;Melanoma;SC;0,5;0,0335104;YOUNG;1;C3H;WT;0;150;9;7;7;6ci;;;;;;;;anti41BB;antiCTLA4;antiPD1;NA;0;0;0;0;Q7Dx3+Q14Dx3;Q7Dx3+Q14Dx3;Q7Dx3+Q14Dx3;NA;25;25;25;0;LOB12.3;9D9;RMP1-14;NA;IT;IT;IT;NA;1
Dai_2013;SyMM;SW1;Melanoma;SC;0,5;0,0335104;YOUNG;1;C3H;WT;0;150;9;7;7;6cii;;;;;;;;anti41BB;antiCTLA4;antiPD1;NA;0;0;0;0;Q7Dx3+Q14Dx3;Q7Dx3+Q14Dx3;Q7Dx3+Q14Dx3;NA;25;25;25;0;LOB12.3;9D9;RMP1-14;NA;IP;IP;IP;NA;1
Dai_2014;SyMM;SW1;Melanoma;SC;0,5;0,125;YOUNG;1;C3H;WT;OTHER;150;10;7;0;1ai;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
